used_time,height,weight,consumption,sleeping_time,character,gift_language,gift_sport,gift_music,gift_logic,gender
149.81079984727523,162.76307533260908,108.57845199565448,1361.846233369546,8.69076883315227,0.3092311668477301,6.61846233369546,7.69076883315227,4.54615583423865,5.618462333695461,0.0
67.75338944362636,170.2072913627452,124.32308931535974,1074.6961932189508,7.149392386437902,0.14939238643790165,5.448177159313705,5.298784772875803,3.7469619321895085,5.298784772875803,0.0
137.36919403201924,158.47370218679114,105.73668031887969,1500.0,6.4737021867911455,0.23685109339557253,7.236851093395573,7.763148906604427,5.710553280186717,7.0,0.0
111.54733794966067,164.04657796682918,114.66083661424338,1500.0,7.1906844066341655,1.0,6.38136881326833,7.0,7.1906844066341655,6.1906844066341655,0.0
189.92898206186842,160.0,95.45272171950644,1931.5902149383064,7.876688510017627,1.0,7.753377020035254,6.383442550088134,8.246622979964746,7.36993446994712,0.0
148.53124239764367,159.04440776136215,106.81167969888637,1308.881552272434,8.0,0.5222038806810848,7.044407761362169,5.566611642043254,6.088815522724339,7.477796119318915,0.0
57.0,170.0,106.0,800.0,7.299999999999999,0.0,5.0,5.0,3.0,8.0,1.0
89.00541027129215,168.70945926325436,104.45135111590521,800.0,7.480675703144391,0.0,5.774324442047391,5.25810814734913,4.032432589396521,8.25810814734913,1.0
67.99117088429547,177.85083634592533,116.99117088429549,4097.351265288643,6.279391275029705,0.785083634592534,8.92541817296267,8.92541817296267,8.495585442147739,9.570167269185069,1.0
56.746537926130785,170.14081226326067,106.19713716856494,816.897471591281,7.281694405776112,0.0,5.014081226326067,5.042243678978203,3.0422436789782026,8.0,1.0
44.371990772266656,172.80622427282964,110.20933640924446,1127.3928318301237,7.159688786358518,0.0,5.93540809094321,6.403112136414816,3.4677040454716055,7.5322959545283945,1.0
68.1626780366154,166.65119658901537,102.65119658901538,1023.2535607323081,7.132559829450768,0.0,5.55813390183077,5.55813390183077,3.5581339018307703,7.44186609816923,1.0
55.918329360816756,170.08320543378332,106.24961630134997,849.923260269996,7.4123273356074915,0.0,5.0416027168916635,5.0416027168916635,3.0,8.0,1.0
88.58248217593227,177.89562054398306,119.81733595197036,1490.8667975985184,7.003914229600635,0.9869525679978833,6.973905135995767,8.947810271991534,6.947810271991534,8.0,1.0
31.129746219325753,174.1726215775281,114.34524315505621,1384.1670208539347,6.215118389842693,0.8345243155056209,9.172621577528105,9.172621577528105,8.841670208539346,9.669048631011243,1.0
61.709608094636906,169.72296422972724,106.27703577027276,841.555365540914,7.396962519595466,0.0,5.13851788513638,5.27703577027276,3.554071540545519,8.0,1.0
62.90565061558806,170.98427510259802,108.29664190606202,800.0,7.3328091700866,0.0,5.295282530779403,5.164045850433002,3.492137551299005,7.835954149566998,1.0
78.41066091727396,172.53035083567784,110.67141692740523,897.3211859876089,7.144286102419826,0.0,5.389284743950435,5.389284743950435,3.583927115925653,7.805357628024782,1.0
57.51822699571096,169.7927092017156,106.41458159656877,872.5517793995355,7.372551779399536,0.0,4.896354600857807,4.7927092017156125,2.8963546008578067,7.274482206004646,1.0
59.65180564094789,170.82868926279622,108.32032993582942,916.0164967914704,7.2502786442322265,0.0,5.8286892627962175,5.8286892627962175,4.160164967914705,8.331475705118487,1.0
50.55522718854897,168.51274473581898,107.98300701890801,1196.6014037816021,8.638529737762909,0.0,7.478758773635015,7.478758773635015,3.991503509454006,6.512744735818991,1.0
57.01983413395812,170.0462796459023,106.11900480374874,801.3222755972081,7.298016586604188,0.006611377986040612,5.0264455119441624,5.0264455119441624,2.9933886220139594,8.00661137798604,1.0
60.35671329734008,172.79726108111674,114.95123545957352,911.8904432446691,6.852438227021324,0.0,2.2027389188832744,5.559452216223345,4.678356648670035,6.321643351329965,1.0
88.59701511128571,173.15970151112856,118.6388060445143,1352.9477644475,6.273097008883214,0.0,6.579850755564286,6.579850755564286,0.630223866653571,5.630223866653571,1.0
56.46406183498827,172.1437526600469,111.89531981512907,1255.5474402599734,7.487578357754106,0.0,5.535938165011734,5.0,3.267969082505867,6.392185504964799,1.0
56.3537815305789,173.23109234710552,117.63193244957984,1575.4621633053216,7.10613445917367,0.0,6.292436938842203,6.292436938842203,7.523529285947709,7.353781530578899,1.0
77.15135303583739,171.25945956473984,110.5340544330634,963.7297434161788,7.350378382589593,0.0,5.503783825895935,5.755675738843902,3.503783825895935,8.251891912947968,1.0
45.66008925609985,173.5437221074688,119.46614400838143,1650.4933057925111,8.50486551653939,0.0,7.126233264481278,7.834977685975037,5.126233264481278,8.708744421493758,1.0
48.78233643441405,179.86119627870315,130.65299069675785,1375.2364495910167,7.053470093032422,0.0,5.821766356558595,5.821766356558595,3.8217663565585953,6.356467286882809,1.0
67.44947603461908,176.79215942250238,122.71916165539051,1322.4738017309537,7.404494760346191,0.5224738017309537,6.567421405192861,5.522473801730953,2.4775261982690466,7.477526198269047,1.0
54.475498161430295,170.0,114.83575643499395,1557.3505515709107,6.479536902464847,0.6311254596424255,8.155627298212128,5.631125459642426,4.262250919284851,8.0,1.0
56.08900808355816,170.0,108.55077736603715,1109.737251590225,7.427538868301857,0.0,5.546595149865103,5.546595149865103,3.7287935331534707,8.0,1.0
56.32370957197291,169.9033870817104,107.35258085605417,867.6290428027088,7.174403206223541,0.0,5.0,5.0,3.1932258365791677,7.710161245131248,1.0
75.58582984572844,168.6724407253051,115.29291492286423,1331.0237098779558,7.764645746143211,0.0,6.32755927469489,5.663779637347444,5.655118549389778,8.0,1.0
80.80055353716051,168.71348359258593,115.00561485189857,1250.2807425949286,7.107022538887888,0.0,6.286516407414082,5.64325820370704,4.929774611121122,6.070225388878878,1.0
59.33299253500034,170.0,111.99912366142945,1199.9415774286301,7.0333722817142466,0.0,4.666715352142808,5.0,3.0,7.666715352142808,1.0
46.10046564315553,177.26635623789633,133.24883589211117,1617.4650767633354,7.935806170815927,0.9082945297370393,5.0,7.724883589211117,4.8165890594740794,8.0,1.0
86.78123244325418,170.74453081108135,120.89061622162708,1693.4369732976252,6.7043753511349164,0.0,5.744530811081355,6.489061622162709,3.744530811081354,6.510938377837292,1.0
70.95844885775915,171.35081763139604,116.80654105116838,1340.327052558419,7.164918236860395,0.4502725437986824,5.4502725437986825,5.4502725437986825,4.350817631396048,7.099454912402635,1.0
77.48343060450637,174.91602334508153,129.76077950122738,1783.2046690163056,7.873536056926178,0.8193372241802547,6.63867444836051,6.63867444836051,6.277348896721018,7.180662775819745,1.0
98.14353712603466,168.80743370649174,116.73309664157426,1038.51325870165,7.717398202727888,0.0,6.192566293508251,6.192566293508251,5.385132587016502,7.403716853245874,1.0
62.77250773417349,175.7725077341735,130.53315787023735,1665.8761601260242,7.444312693354337,0.0,5.0,3.5568730664566264,2.278436533228313,8.0,1.0
61.70030560426528,172.35015280213264,115.98814940906374,858.7538200533161,7.505638370186606,0.0,4.70623089973342,5.0,3.881307300799741,7.70623089973342,1.0
53.396410189158125,177.20717962168374,136.6305133921559,2331.5256696077954,7.029730764186859,0.0,3.1982050945790643,3.1982050945790643,3.900897452710468,7.099102547289532,1.0
56.56903050223597,170.43096949776404,108.29850398807486,850.2797747391376,7.206623275484459,0.0,5.071828249627339,5.071828249627339,3.2154847488820177,7.8563435007453215,1.0
39.446970066636965,178.77651496668153,137.9145998788419,2156.3704948507802,7.060640500908686,0.7978649969710471,8.191459987884187,8.191459987884187,5.393594990913141,8.797864996971047,1.0
233.8282376040354,174.1122845954427,125.97395374929303,1034.9876911681533,7.711228459544268,0.0,5.0,5.0,4.174938455840767,6.825061544159233,1.0
58.606275460314315,170.0,113.71012220950871,1185.5061104754357,7.203623472381141,0.0,5.0,5.642510184125726,3.963765276188589,7.357489815874274,1.0
61.029074021884355,170.0,122.11629608753742,2277.327141357598,7.098546298905783,0.0,7.014537010942179,7.686049347922905,4.343024673961453,7.328487663019274,1.0
65.5071171508467,170.0,124.56098287457462,954.6748572881219,7.841362000508426,0.0,6.546748572881219,6.546748572881219,4.546748572881219,4.906502854237562,1.0
68.49989864014692,175.22722665461225,126.90890661844895,1949.9898640146928,7.665905865822857,0.522722665461224,7.61361332730612,6.568167996383672,4.568167996383672,8.0,1.0
85.32310911557632,171.90407456239168,114.80634485106155,1061.8102523288567,7.2285972039103115,0.0,5.238009320298961,5.238009320298961,4.190046601494803,7.761990679701039,1.0
45.508033344913706,175.74598332754314,131.28232664118985,1489.5179993051777,7.70221883292802,0.5745983327543148,7.872991663771574,6.723794998262944,7.022188329280203,8.0,1.0
64.62592486379137,173.38929993946283,136.50369945516545,1816.7899818388485,7.045802504540288,0.8473249848657071,8.389299939462829,4.152675015134293,7.236624924328535,8.847324984865708,1.0
60.26980554858688,171.63490277429344,133.79334716298845,1126.9805548586878,6.237313196709265,0.8174513871467194,9.087256935733597,8.269805548586877,8.722159710027036,9.63490277429344,1.0
51.60927779011009,168.20309259670339,131.15670364615292,2327.371292802141,7.928917591153823,0.8984537016483182,6.796907403296636,6.796907403296636,1.2030925967033637,6.203092596703364,1.0
48.63254013550542,177.25179854922862,136.12285551218048,1190.4814603430805,7.69048146034308,0.0,7.789153288164861,7.789153288164861,6.904814603430805,9.115661315265944,1.0
55.793186010203286,171.8102209846951,130.13627979593434,1403.4069948983586,7.722384896428851,0.6034069948983586,6.810220984695076,4.396593005101641,6.017034974491793,9.206813989796718,1.0
67.24841951078413,179.31674500980375,156.3104230529403,986.3349001960752,7.952172150686263,0.0,5.9316745009803755,5.9316745009803755,5.7950235029411274,6.136650998039249,1.0
64.07737271600267,168.42725050755496,132.73674137156564,800.0,7.064087576133245,0.0,1.8545010151099244,1.8545010151099244,1.4272505075549622,2.4953767764423676,1.0
47.80851646013829,171.08135100468962,129.7897221031715,1448.8106028137681,7.137797349296558,0.5406755023448067,6.081351004689613,5.540675502344806,4.62202650703442,8.0,1.0
70.62498671444291,170.81749920286657,119.0799872458652,908.9998937155434,7.490749814002201,0.0,5.544999468577717,5.272499734288859,2.7275002657111416,7.455000531422283,1.0
65.41995031990997,170.54322260128453,120.6670102346819,990.1279104495802,7.218516609807322,0.27161130064225736,5.271611300642258,5.271611300642258,3.814833901926772,8.0,1.0
63.6191056337192,181.03184272286535,166.30740688499714,873.5456181524356,7.814819327067049,0.7354561815243555,5.735456181524356,6.470912363048711,4.470912363048711,7.264543818475644,1.0
50.39853246825537,168.79973317604643,138.4072042467464,1520.160094372142,7.119959976406965,0.600133411976785,7.40053364790714,6.20026682395357,6.000667059883925,8.0,1.0
60.569976551708635,172.1969086472053,126.32140498664916,1404.149877981461,7.492229506630465,0.2746135809006641,5.274613580900664,5.823840742701993,3.823840742701992,8.274613580900663,1.0
181.0,165.0,100.0,800.0,8.0,0.0,8.0,6.0,7.0,9.0,1.0
154.4432513925497,168.62137481010686,104.82849974680914,1813.98494682992,7.5171500253190855,0.24142498734045714,8.482849974680914,6.965699949361829,7.724274962021371,9.241424987340459,1.0
118.48547392940465,171.6036471201333,108.80486282684441,1328.2917696106651,7.1195137173155585,0.0,7.1195137173155585,6.8804862826844415,6.55975685865778,8.559756858657778,1.0
135.84109770190787,168.28972135946367,104.48598367199591,1009.3459046931423,7.70093442186694,0.0,7.70093442186694,6.5981311562661205,6.102803265600818,8.40186884373388,1.0
130.90794857979654,164.51834565942113,100.0,992.6617362315519,7.51834565942112,0.0,7.036691318842241,6.0,5.555036978263361,8.03669131884224,1.0
151.79431945801468,166.362931758626,102.33645444335883,1033.6454443358825,8.389409073893138,0.0,7.6105909261068625,6.0,6.221181852213725,8.805295463053431,1.0
137.496170131984,171.14728030743703,109.45735431913391,1131.007401169687,7.527132284043304,0.4728677159566955,7.527132284043304,7.418603147870087,7.0,8.527132284043304,1.0
138.82770180689283,167.72079343181338,104.35326949090138,990.4555402269356,7.455841313637327,0.27207934318133653,8.544158686362673,7.088317372725346,7.816238029544009,9.272079343181336,1.0
177.2311791437083,165.12562736187638,100.33500629833705,812.5627361876391,8.0,0.0,7.9162484254157395,6.04187578729213,7.0,8.95812421270787,1.0
116.57884186633103,173.05264476670862,114.64117230310657,800.0,7.633970692422335,0.0,7.121529661813605,6.0,6.26794138484467,7.5358827696893425,1.0
174.86600788584016,172.88656128963407,113.1442688160568,1019.0711469342799,7.34278655919716,0.0,7.56185770613144,6.43814229386856,6.56185770613144,8.12371541226288,1.0
74.94313056942167,167.67370259068684,108.91234196895616,1423.8639378269313,8.0,0.0,4.4350632124175355,3.3262974093131517,2.543829015521919,1.8701264248350702,1.0
130.66765612529292,169.66040221062104,109.32080442124206,1126.2281547434718,7.533959778937898,0.0,8.932080442124205,7.86416088424841,8.398120663186308,9.466040221062102,1.0
82.57187498169216,166.43690693457384,107.18453467286919,1374.7627738295348,9.436906934573837,0.0,9.436906934573837,8.873813869147675,5.563093065426163,6.126186130852326,1.0
171.94311047136645,165.89820392019504,101.79640784039013,814.9700653365844,7.925149673317078,0.0748503266829218,8.074850326682922,6.2245509800487655,6.625748366585391,9.0,1.0
108.01031062912895,171.18556689583653,113.60824717084037,923.7113379167306,7.072164965624521,0.0,3.0515464833307764,6.0,6.381443310416348,6.525773241665388,1.0
112.2541113725446,172.36563092437024,118.004875592905,1372.882405228795,6.363193127917729,0.0,7.181596563958864,6.818403436041136,1.2711759477120497,5.7263862558354575,1.0
114.72788192646053,171.83759948377786,114.72713734967544,1694.147624801723,8.0,0.0,7.474030808940163,5.474030808940164,5.422092426820489,5.3182156625811405,1.0
93.3580036060614,172.0113597115151,116.82726330763622,1641.3631653818106,7.298864028848492,0.0,7.298864028848492,6.701135971151509,9.103407913454527,7.597728057696983,1.0
170.5355115002159,167.37829284086,105.70790281806404,954.5890346559015,7.881085357956999,0.0,7.762170715913998,6.475658568172005,6.524341431827995,9.0,1.0
64.17860353035533,173.3443854621175,120.86096365529369,1801.3262554540972,8.834438546211747,0.0,8.0,8.503315638635243,6.165561453788253,9.0,1.0
153.3723835719465,168.5049961140068,107.42234471201438,944.3233694002795,7.793823757999601,0.0,7.587647515999201,6.0,6.381471273998803,8.381471273998802,1.0
134.74738478156723,173.0052603262672,116.89999402211966,1244.7366847926226,7.777631657603688,0.4447366847926226,8.0,6.0,4.776316576036887,8.110526630414755,1.0
144.8107881031011,166.4136410897226,105.65456435889044,1139.273861533427,7.434543564110955,0.28272821794452263,8.565456435889045,6.0,6.434543564110955,8.717271782055477,1.0
140.217488620212,166.58071749534062,106.32286998136249,1337.443948415811,8.0,0.0,8.0,6.632286998136248,7.0,8.683856500931876,1.0
167.26240091969635,165.41946867420776,102.09734337103873,873.4070179863554,7.790265662896127,0.0,7.685398494344191,5.8951328314480635,6.790265662896127,8.580531325792254,1.0
129.8725334876351,166.5977333285114,110.65155552340934,1226.0622209363742,8.0,0.0,7.467422223829533,6.0,7.0,8.467422223829534,1.0
117.41724260732178,167.19250887560958,114.61672583739728,1311.5854043089053,7.269163708130136,0.0,7.269163708130136,6.0,6.269163708130136,6.076654832520542,1.0
158.18383030815502,165.97504998683098,104.68023993678872,1034.0119968394356,7.707485003950706,0.0,7.219960010535214,5.8049900026338035,6.219960010535215,8.609980005267607,1.0
146.92343071843942,168.2573191225021,109.02026833923662,1025.5067084809157,8.0,0.2505630094232396,7.248310971730281,6.501126018846479,6.498873981153521,8.749436990576761,1.0
172.5548047902779,165.60322822926588,102.6139889934854,920.6456458531728,7.849192942683533,0.0,7.798923923578045,6.100538038210977,6.698385885367069,8.698385885367069,1.0
165.26421312069252,166.35361607563937,105.07606028364758,1003.042411345903,7.830797990545081,0.16920200945491914,7.661595981090162,6.0,6.830797990545081,8.492393971635243,1.0
150.42863618614967,168.3968182015389,110.80805791398748,1170.5619856224282,8.0,0.3088016546853568,7.691198345314643,6.308801654685357,7.0,8.382396690629287,1.0
175.73015851003404,165.28744589945268,102.29956719562149,838.3261199270249,8.0,0.0,7.904184700182437,6.095815299817562,7.0,8.808369400364876,1.0
122.33174583370426,171.57489055311936,120.23043247113647,1406.912974134094,7.747119594110794,0.0,6.482717564664766,4.482717564664766,4.4711959411079425,8.494239188221588,1.0
149.29051029060042,168.81688302057586,111.74425544792575,858.7212772396288,8.0,0.0,6.825574455207423,5.706393613801856,6.706393613801856,8.412787227603712,1.0
175.85332117572312,165.52270956809062,101.60833713258653,868.3543281349274,7.9597915716853365,0.0,7.798957858426684,5.87937471505601,6.879374715056011,8.919583143370675,1.0
69.16477784094339,174.46298033653557,132.69029570803193,1402.1896577795355,6.279458120629898,0.0,6.279458120629898,6.0,6.139729060314949,6.4191871809448475,1.0
172.2059790948042,165.9637283183776,102.77071891533566,902.3961338276222,7.939766980101399,0.0602330198986013,8.060233019898602,6.180699059695804,6.939766980101399,9.0,1.0
348.0052144108188,176.32238741768262,137.74129139227543,1177.4129139227543,8.0,0.0,5.169403145579343,5.056467715193115,5.112935430386229,6.169403145579342,1.0
165.41874867462565,165.65467442543587,103.92804655261538,957.1218621046155,7.869065114912821,0.0,7.607195344738462,6.130934885087179,6.869065114912821,8.60719534473846,1.0
166.18883918895156,165.62759155979018,103.76554935874114,1076.140286307683,7.874481688041962,0.0,8.0,6.376554935874113,6.748963376083925,8.748963376083925,1.0
81.12752459224706,169.41913607998907,126.51481647993441,976.7654431995628,8.0,0.0,7.1161727840021864,6.8838272159978136,5.232345568004373,4.580863920010932,1.0
149.91505506011146,169.57131543233655,114.01870065916542,1470.459596742694,8.0,0.30475436215577,8.60950872431154,6.6095087243115405,6.695245637844231,8.69524563784423,1.0
180.2556106429522,166.93541232832422,106.40174847061095,963.7656585505127,7.851122128590443,0.0,7.702244257180886,6.0,7.148877871409557,8.702244257180887,1.0
85.01357804744518,174.99858562005778,133.32861873352596,1599.8868496046234,8.0,0.6665723746705196,9.333144749341038,7.333144749341039,8.999717124011559,8.333427625329481,1.0
91.41720431970688,172.01082748802293,132.71719494410706,1734.7769984030585,7.221019167997451,0.7789808320025489,8.77898083200255,4.442038335994902,7.778980832002549,9.0,1.0
105.10675040583709,169.42710622632615,125.29774986472097,1052.9774986472098,6.735112506763952,0.6324437466180243,9.26488749323605,7.897331239854073,8.897331239854072,9.632443746618025,1.0
153.02640654987366,165.6455444642337,107.31617059464844,1165.8085297324217,8.0,0.21518148807789506,7.784818511922105,6.215181488077895,5.708911071532629,8.354455535766315,1.0
101.83978701575214,175.25096283249252,134.16987610830844,1198.6485545969317,8.0,0.0,9.138995870276947,8.277991740553896,8.708493805415422,9.569497935138473,1.0
75.65801645607586,171.68837990755074,138.45818446841673,1636.0474884438427,8.0,0.8360474884438425,8.0,4.327905023112315,7.8360474884438425,9.836047488443842,1.0
109.37920949741726,174.50718457998886,138.02873831995544,926.762461066518,8.0,0.0,6.732375389334819,6.0,6.36618769466741,7.098563084002228,1.0
147.02025488616172,165.88642813340448,111.81904177872636,800.0,7.704523955531841,0.0,5.931667688722888,4.522619777659205,5.227143733191046,6.636191644254729,1.0
48.897964827017645,171.55825706532536,146.8446933237526,1924.2726397700626,7.063106133524948,0.9368938664750521,7.063106133524948,6.0,6.063106133524948,8.063106133524947,1.0
126.39930343884129,170.90277800661175,139.84375154462933,1095.1389003305876,8.0,0.0,7.262152749173531,6.0,3.3107637458676553,6.786458247520594,1.0
111.96324348392261,170.19631500658647,144.5398429135983,1319.631500658647,7.257669284773361,0.7423307152266386,6.5153385695467225,6.0,6.257669284773361,8.25766928477336,1.0
85.70571275417319,181.57291952101335,172.92084589245877,882.8645976050668,8.0,0.8286459760506679,6.342708047898665,6.828645976050668,5.342708047898664,7.342708047898665,1.0
106.11935262985789,166.66401438600315,133.28028772006314,1465.605754401263,7.445328537998948,0.5546714620010527,8.554671462001053,6.554671462001053,7.554671462001052,8.445328537998947,1.0
88.05788812282552,175.88511220183125,166.98530585742304,2642.095911079134,8.0,0.8373163232177881,6.325367353564424,7.674632646435576,6.162683676782212,9.0,1.0
95.0,174.0,112.0,2000.0,7.0,0.0,7.0,7.0,6.0,8.0,0.0
83.9070451204289,167.4450721166171,103.93239645122102,2000.0,7.252112610899344,0.0,7.0,4.983099112805254,4.48732433460394,6.991549556402627,0.0
82.25297771496841,172.17899681642405,110.17899681642406,3365.7523876819564,7.0,0.9105015917879707,5.178996816424059,8.821003183575941,9.642006367151884,6.178996816424059,0.0
96.39766809711793,167.47754888011636,104.5457701487044,1906.8221268588052,7.0,0.0,7.0,7.0,7.1647234142649365,8.0,0.0
89.90951594200351,167.09148592129048,104.72787991714787,1781.8363975144362,6.272787991714787,0.36360600414260635,6.636393995857393,5.1819699792869685,5.272787991714788,7.272787991714788,0.0
86.33827974134925,166.70591978218886,104.70591978218886,1635.2959891094426,7.455880013613196,0.0,7.911760027226393,7.0,5.544119986386804,8.0,0.0
90.80665962712237,172.2845425747319,110.85636171648791,1904.6968097073263,7.190606380585347,0.1906063805853474,7.190606380585347,6.23757447765861,6.571819141756043,8.190606380585347,0.0
89.04073183291246,173.10610977493687,111.70203659164562,1970.2036591645624,7.0,0.14898170417718837,6.851018295822811,7.148981704177189,6.297963408354377,7.851018295822811,0.0
87.3674293102281,166.3674293102281,105.32150064644959,2000.0,7.0,0.47703566811074316,7.0,4.614821659446284,5.5229643318892565,7.045928663778514,0.0
95.6580702325319,172.4958394684985,110.6838595349362,2000.0,7.094010033218842,0.09401003321884216,7.094010033218842,6.905989966781157,6.376040132875369,8.0,0.0
72.31593956575897,165.3124874932694,104.27776666068391,1613.888333034195,7.0,0.0,6.517360416292744,6.517360416292744,6.482639583707256,8.0,0.0
94.96008585810614,173.44120201348608,111.60085858106149,2000.0,7.019957070946926,0.0,6.960085858106148,6.920171716212296,6.079828283787704,7.840343432424593,0.0
103.02704662092816,172.21621186201594,117.35136441395211,1821.6211862015962,7.0,0.0,7.891894068992018,7.0,7.783788137984036,6.216211862015964,0.0
88.580708148523,165.97588518565374,108.7903540742615,2000.0,6.598794259282688,0.8024114814346262,9.40723444430388,6.197588518565373,7.604822962869252,9.604822962869253,0.0
75.4681410937855,166.96853079376277,110.43745128750284,1843.745128750284,7.0,0.0,7.0,7.78127435624858,6.0,8.0,0.0
108.90327158207701,156.38918932936912,100.8773827343384,1536.5576139307664,7.0,0.0,4.2193456835845975,2.3655761393076618,3.219345683584597,2.438691367169194,0.0
84.2030983122906,169.95116186710896,117.3984508438547,2337.4031777409186,7.674806355481838,0.6748063554818375,8.349612710963676,7.674806355481838,3.30077457807265,7.325193644518162,0.0
136.85177680585747,165.03176211303054,115.98588350531976,2000.0,7.0,0.0,5.0070582473401215,5.0070582473401215,5.003529123670061,7.00352912367006,0.0
105.72043717575724,170.54179445943316,113.38328221622675,1757.9256121603203,7.691641108113371,0.0,6.654179445943315,7.345820554056686,4.962538337829944,6.962538337829944,0.0
77.73098507614692,173.32278372847634,118.09494644371284,1661.391864238175,7.0,0.0,6.32278372847635,6.32278372847635,4.984175592714525,6.984175592714525,0.0
108.0204814907155,164.5305589158433,110.8163198644804,1704.0799661201027,6.408159932240205,0.0,7.0,7.591840067759795,5.408159932240205,7.408159932240205,0.0
94.81071172370271,173.6592811026649,112.30286124207566,1981.0711723702705,7.0,0.037857655259458944,6.962142344740541,7.0,6.037857655259459,7.924284689481082,0.0
96.81438266324058,161.29932135731596,119.2575306529623,4721.5739948608625,7.0,0.9071913316202876,6.092808668379712,2.4640433418985617,9.62876532648115,9.814382663240576,0.0
91.85159803403448,165.60426142409193,117.77207027093681,1527.7397051051703,7.524733660994255,0.0,6.475266339005745,5.425799017017234,4.9505326780114896,8.0,0.0
73.0,161.0,96.0,2000.0,7.5,0.0,7.0,3.0,3.0,6.0,0.0
74.176557179226,162.61776612143575,98.05897506364549,2220.604471104873,7.426465176298375,0.1470696474032488,6.705860705193502,3.882417884419493,4.029487531822742,6.0,0.0
88.66204730492227,160.3735181078031,96.0,1874.7036215606217,7.186759053901555,0.0,7.0,5.505927568787563,6.445650407082899,7.252963784393781,0.0
75.49331768452714,159.13001173660464,94.75334115773643,1813.0011736604647,6.72083822358527,0.31166471056589207,6.688335289434107,2.6883352894341077,3.311664710565892,6.0,0.0
75.18763105169907,158.81236894830093,96.0,1416.631719546915,7.864605175283178,0.0,8.458420701132713,5.916841402265424,4.458420701132712,7.458420701132712,0.0
73.0,163.82851770484245,103.0712942621061,1646.435286894695,7.853564713105305,0.7071294262106096,7.70712942621061,3.0,7.242776557263658,8.12138827863183,0.0
61.97015750576497,165.2893831922025,104.57876638440503,1877.4461945084995,7.193615486271249,0.6127690274575017,6.387230972542499,6.063845137287508,6.063845137287508,6.612769027457502,0.0
78.28059833993478,158.3597008300326,97.76019944664493,2000.0,7.059950138338768,0.8800997233224641,7.0,2.119900276677536,4.760199446644929,6.0,0.0
78.09626092286524,160.47280059418634,96.35146627054243,2000.0,7.587866567635608,0.17573313527121537,7.175733135271216,3.527199405813646,4.230131946898507,6.3514662705424305,0.0
49.66579199795907,156.3331583995918,96.0,1253.3053439346902,7.033315839959181,0.0,6.066631679918363,5.800104960244911,6.733473280326549,7.866736640163275,0.0
78.62229089463605,160.7322718621602,97.60636882703886,2000.0,7.5,0.0,6.7322718621601885,3.535456275679623,4.338640689199058,5.464543724320377,0.0
93.02454570230242,168.1054839588815,110.210967917763,1870.8093825657909,7.177023456414477,0.0,7.645953087171046,5.583812348684182,6.229765435855228,6.0,0.0
84.53550198162638,163.47189328177708,105.88757312710834,2000.0,6.6760355727409735,0.8239644272590272,9.471893281777081,5.471893281777081,7.119822136295136,9.29585770903611,0.0
71.97492442349727,162.36676743533695,100.7836860236794,1931.6616282331515,7.329154070582879,0.0,7.0,4.7084592941712105,4.025075576502727,6.683383717668484,0.0
82.47760492152838,159.4630910938062,97.02460593746252,1871.924257817184,7.3719242578171835,0.0,6.231545546903105,2.743848515634368,3.0,4.975394062537473,0.0
74.68230751954242,162.96269210613283,102.7292300781697,2140.192293295202,7.640192293295202,0.2803845865904039,7.560769173180807,4.4019229329520195,2.7196154134095964,6.280384586590404,0.0
112.11554239486979,163.44472139967937,108.2236069983968,2000.0,7.194409825040079,0.0,5.7776393001603195,4.222360699839681,4.222360699839681,6.61118034991984,0.0
98.97713275523324,162.47040374086225,105.8026916057484,1656.9057937988064,8.23520187043113,0.0,6.509865419712581,5.450672901437098,3.0,5.509865419712581,0.0
71.33188499131944,161.6327332791547,97.95572104465997,1942.4787928041185,7.471239396402059,0.0,6.8849575856082375,3.1150424143917625,3.0,5.942478792804119,0.0
74.83919345933717,160.8746004459543,96.58519791888001,1979.1000743257139,7.437300222977141,0.0,7.0,3.2089992567428602,3.0835997026971445,6.041799851348572,0.0
73.01950905459562,161.0045903657872,96.02754219472322,1999.4262042765995,7.499426204276599,0.0011475914468009885,6.9988524085532,3.004590365787204,3.004590365787204,6.0,0.0
81.83021666375613,160.63207430567684,104.83021666375613,3103.7770829695173,7.316037152838414,0.36792569432317235,6.632074305676828,2.6320743056768277,5.575479860262206,7.471702777292689,0.0
74.59564830358795,160.70081594307726,98.69265651230468,1910.2447829231774,7.549864009487123,0.0,6.900271981025753,3.0997280189742473,3.0997280189742473,6.199456037948495,0.0
71.0,180.0,120.0,5000.0,6.0,1.0,10.0,10.0,10.0,10.0,1.0
43.563071751173794,180.0,120.0,2427.787976672543,6.0,0.14259599222418107,6.570383968896724,8.285191984448362,6.570383968896724,8.285191984448362,1.0
37.60758122403689,176.74220304624748,115.92775380780937,2149.4276654665637,6.814449238438124,0.18555076156187533,7.556652284685626,8.37110152312375,5.113304569371252,7.556652284685626,1.0
75.66097668214329,167.5707288476179,104.46341105952236,2048.0481013092485,6.776829447023882,0.2231705529761181,6.8926822119044715,6.8926822119044715,5.339023317856709,7.669511658928354,1.0
46.08516627674936,175.01703325534987,115.01703325534987,3131.3874707562018,8.491483372325064,0.37712915691873394,7.508516627674936,7.508516627674936,5.639904098431138,8.754258313837468,1.0
