MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
19636,2010/06/01,2010/10/21,男,6,广州市,,CN,54,2014/03/31,31,70420,0,2127,51525,16580,55642,75156.05,2014/03/24,3.875,8802.5,13,8,23.66666667,89,0,0,5,1.3507072,21,10,53267,17153,2127,0,2127,2127,72547,19280,0.322580645,0.677419355,0.75640789,0.24357791,7
42653,2012/05/11,2012/05/11,女,5,广州,广东,CN,50,2014/03/31,91,70379,0,5139,42645,40158,114600,75156.01,2014/03/08,11.375,8797.375,0,24,7.411111111,24,0,9960,0,0.655811606,51,40,35356,35023,5139,9960,15099,15099,85478,50122,0.43956044,0.56043956,0.502358625,0.497627167,5
34453,2012/07/14,2012/07/14,男,5,广州市,广东省,CN,53,2014/03/31,82,61534,0,11330,22922,48741,118887,75128.54,2014/03/31,11.71428571,8790.571429,0,1,7.728395062,43,0,2800,2,0.631932339,28,54,22067,39467,11330,2800,14130,14130,75664,53597,0.658536585,0.341463415,0.358608922,0.641374827,5
3799,2008/11/17,2009/02/20,女,6,广州,广东,CN,54,2014/03/31,34,72177,0,4580,45857,19425,66320,75124.6,2013/12/14,4.25,9022.125,36,109,17.75757576,148,0,0,0,1.132759349,25,9,49638,22539,4580,0,4580,4580,76757,27119,0.264705882,0.735294118,0.687716479,0.312269667,3
29050,2004/12/08,2004/12/09,男,5,广州,广东,CN,42,2014/03/31,54,73232,0,4208,34212,20172,98038,75104.96,2014/03/29,6.75,9154,4,3,13.66037736,58,4920,18276,3,0.766080091,25,29,56043,17189,4208,23196,27404,22484,100636,39673,0.537037037,0.462962963,0.765269755,0.23471659,24
8651,2007/07/03,2007/07/03,男,4,长春,吉林,CN,39,2014/03/31,51,68019,0,1490,9644,10890,80432,75094.42,2014/02/23,6.375,8502.375,15,38,13.56,86,0,0,0,0.933638602,33,18,45911,22108,1490,0,1490,1490,69509,23598,0.352941176,0.647058824,0.674963246,0.325022052,0
36622,2006/03/20,2006/04/15,女,4,广州,广东,CN,36,2014/03/31,62,66612,0,4654,47626,23375,91853,75088.97,2014/03/28,7.75,8326.5,3,4,11.86885246,88,0,600,4,0.817490664,41,21,42749,23863,4654,600,5254,5254,71866,29117,0.338709677,0.661290323,0.64175161,0.358233378,8
16652,2009/03/16,2009/11/27,男,6,沈阳,辽宁,CN,39,2014/03/31,101,72204,0,9509,31932,40932,86102,75011.59,2014/03/21,12.625,9025.5,2,11,7.18,52,0,12300,8,0.871194513,43,58,32642,39562,9509,12300,21809,21809,94013,61371,0.574257426,0.425742574,0.452073956,0.547912194,16
50367,2012/01/06,2012/02/09,男,5,大连,辽宁,CN,54,2014/03/31,98,64599,0,4820,35266,30713,90418,74988.69,2014/03/29,12.25,8074.875,10,3,7.402061856,117,1079,0,0,0.82935577,60,38,38109,26490,4820,1079,5899,4820,70498,31310,0.387755102,0.612244898,0.589922601,0.41006192,4
26358,2011/11/26,2011/11/26,男,6,深圳,广东,CN,46,2014/03/31,67,58497,0,2396,35100,30396,99772,74978.4,2014/03/30,8.375,7312.125,4,2,10.98484848,40,461,0,0,0.751497414,37,30,32230,26267,2396,461,2857,2396,61354,28663,0.447761194,0.552238806,0.550959007,0.449023898,3
11759,2007/10/05,2011/07/21,男,6,深圳市,广东,CN,31,2014/03/31,58,68430,0,6257,17036,50338,82250,74970.8,2014/03/31,7.25,8553.75,32,1,12.24561404,67,1500,44305,4,0.911499088,20,38,15807,52623,6257,45805,52062,50562,120492,103185,0.655172414,0.344827586,0.230991802,0.768993585,64
11295,2005/09/09,2005/10/15,男,6,广州,广东,CN,49,2014/03/31,45,72531,0,4088,18130,48755,72849,74960.63,2014/03/22,5.625,9066.375,11,10,16.13636364,81,0,100,4,1.028986397,15,30,19972,52559,4088,100,4188,4188,76719,56747,0.666666667,0.333333333,0.275354326,0.724631887,6
30402,2008/07/09,2008/07/10,男,6,广州,广东,CN,44,2014/03/31,45,75834,0,4651,19431,49342,77987,74909.33,2014/03/31,5.625,9479.25,0,1,16.59090909,87,4800,22714,2,0.960536115,12,33,19569,56265,4651,27514,32165,27365,107999,83630,0.733333333,0.266666667,0.258047076,0.741939738,14
1351,2009/12/11,2010/04/22,男,5,,,CN,42,2014/03/31,55,68676,0,4620,24177,45819,83780,74837.88,2014/03/17,6.875,8584.5,51,15,12.31481481,114,1700,2348,2,0.893266651,23,32,21312,47364,4620,4048,8668,6968,77344,54332,0.581818182,0.418181818,0.310322233,0.689663206,7
35932,2007/04/04,2007/04/04,男,5,乌鲁木齐市,新疆,CN,47,2014/03/31,38,61622,0,2575,24557,34921,113467,74810.06,2014/03/01,4.75,7702.75,51,31,17.54054054,43,0,4928,1,0.659311165,17,21,25263,36359,2575,4928,7503,7503,69125,43862,0.552631579,0.447368421,0.409960567,0.590023206,3
58495,2010/07/15,2010/07/15,男,5,长沙,湖南,CN,48,2014/03/31,53,70481,0,1380,38577,20357,85130,74807.42,2014/03/27,6.625,8810.125,7,5,13.82692308,51,0,0,9,0.878743334,30,23,48229,22252,1380,0,1380,1380,71861,23632,0.433962264,0.566037736,0.684273999,0.315711813,9
14053,2010/12/31,2010/12/31,男,6,北京,北京,CN,46,2014/03/31,39,73482,0,4966,21387,49360,57001,74754.38,2014/02/05,4.875,9185.25,2,56,17.71052632,121,0,2676,4,1.311457343,12,27,20516,52966,4966,2676,7642,7642,81124,60608,0.692307692,0.307692308,0.279193827,0.720792564,7
2380,2005/11/10,2005/12/06,女,5,上海,上海,CN,41,2014/03/31,51,71183,0,2239,25608,23723,92227,74753.79,2014/03/23,6.375,8897.875,1,9,14.42,105,0,0,3,0.810541273,23,28,45868,25315,2239,0,2239,2239,73422,27554,0.549019608,0.450980392,0.644358283,0.355627669,6
19962,2012/10/23,2012/10/24,男,5,OOGVLIET,uid Holland,NL,51,2014/03/31,11,83658,0,2360,35451,15170,81937,74743.47,2014/03/23,1.833333333,13943,1,9,51.6,183,5000,0,0,0.912206573,7,4,61620,22038,2360,5000,7360,2360,91018,24398,0.363636364,0.636363636,0.736561518,0.263426529,1
53352,2006/03/28,2008/04/06,男,4,乌鲁木齐,新疆,CN,64,2014/03/31,31,65799,0,1632,26250,38722,52216,74730.93,2014/02/01,3.875,8224.875,123,60,18.26666667,119,888,13646,0,1.431188333,11,20,24978,40821,1632,14534,16166,15278,81965,56099,0.64516129,0.35483871,0.379604863,0.620379939,12
15770,2012/06/14,2012/06/15,男,5,广州,广东,CN,38,2014/03/31,51,71369,0,3197,40497,25565,93929,74698.06,2014/03/25,6.375,8921.125,1,7,12.98,74,1500,2000,1,0.795260889,29,22,43895,27474,3197,3500,6697,5197,78066,32671,0.431372549,0.568627451,0.615034328,0.38495166,3
3057,2007/04/15,2007/04/15,男,5,佛山,广东,CN,58,2014/03/31,67,60573,0,3642,32686,33384,95559,74620.67,2014/03/25,8.375,7571.625,5,7,10.89393939,42,0,0,2,0.78088584,37,30,29593,30980,3642,0,3642,3642,64215,34622,0.447761194,0.552238806,0.488542939,0.511440552,2
8515,2006/03/16,2006/03/16,男,5,长春,吉林,CN,71,2014/03/31,65,64810,0,4309,46360,22174,95518,74543.52,2014/01/17,8.125,8101.25,5,75,10.171875,111,0,0,3,0.780413325,44,21,42988,21822,4309,0,4309,4309,69119,26131,0.323076923,0.676923077,0.663282467,0.336702103,5
26513,2011/08/25,2011/08/25,男,6,乌鲁木齐,新疆,CN,47,2014/03/31,22,70142,0,3133,0,52253,54730,74515.57,2014/03/18,2.75,8767.75,504,14,10.14285714,48,0,10959,1,1.361512333,0,22,0,70142,3133,10959,14092,14092,84234,84234,1,0,0,0.999985743,5
8947,2008/12/20,2008/12/20,男,5,阿克苏,新疆,CN,57,2014/03/31,64,59613,0,3148,21124,20764,101534,74486.25,2014/03/31,8,7451.625,11,1,11.41269841,59,0,0,5,0.733608939,31,33,27607,32006,3148,0,3148,3148,62761,35154,0.515625,0.484375,0.463095917,0.536887308,5
755,2006/07/17,2006/11/04,男,5,广州,广东,CN,47,2014/03/31,70,60479,0,4660,33777,33138,117261,74481.71,2014/03/17,8.75,7559.875,0,15,10.37681159,56,6665,9461,1,0.635178874,35,35,30691,29788,4660,16126,20786,14121,81265,43909,0.5,0.5,0.507457011,0.492526455,34
62287,2006/10/17,2006/10/17,男,5,乌鲁木齐,新疆,CN,51,2014/03/31,73,64344,0,3865,25059,19966,97885,74458.21,2014/03/18,9.125,8043,10,14,9.819444444,51,0,0,3,0.760670276,42,31,37046,27298,3865,0,3865,3865,68209,31163,0.424657534,0.575342466,0.575740151,0.424244308,4
49644,2010/04/03,2010/04/03,女,5,广州,广东,CN,39,2014/03/31,55,64337,0,2890,26327,42556,91097,74421.04,2014/03/07,6.875,8042.125,25,25,12.61111111,117,0,0,0,0.816942819,23,32,25403,38934,2890,0,2890,2890,67227,41824,0.581818182,0.418181818,0.394836644,0.605147813,1
31064,2009/08/24,2009/08/29,男,5,广州,广东,CN,30,2014/03/31,59,79819,0,3842,50656,24171,88730,74350.74,2014/03/02,7.375,9977.375,12,30,11.87931034,69,684,3554,0,0.837943649,35,24,52678,27141,3842,4238,8080,7396,87899,34537,0.406779661,0.593220339,0.65995991,0.340027562,15
22223,2009/08/09,2009/08/09,女,5,广州,广东,CN,39,2014/03/31,63,74639,0,2904,29082,42930,84128,74349.97,2014/03/26,7.875,9329.875,9,6,11.5483871,87,4124,2749,4,0.88377199,27,36,28672,45967,2904,6873,9777,5653,84416,51620,0.571428571,0.428571429,0.384137192,0.615849411,34
47257,2005/05/18,2005/07/09,男,6,广州,广东,CN,56,2014/03/31,113,57756,0,11992,37856,36132,109075,74316.48,2014/03/26,14.125,7219.5,5,6,6.428571429,21,0,0,4,0.681333761,54,59,31087,26669,11992,0,11992,11992,69748,38661,0.522123894,0.477876106,0.538237789,0.461744897,7
8492,2006/08/08,2006/08/08,男,6,大连,辽宁,CN,47,2014/03/31,72,66945,0,7552,36137,36785,60674,74308.45,2014/03/29,9,8368.125,10,3,10.11267606,35,0,5800,5,1.224716518,33,39,34223,32722,7552,5800,13352,13352,80297,46074,0.541666667,0.458333333,0.511203059,0.488782003,12
54654,2006/02/23,2006/04/17,男,6,广州,广东,CN,47,2014/03/31,122,76794,0,11536,37578,43491,87871,74224.04,2014/03/28,15.25,9599.25,3,4,5.983471074,39,10500,13540,4,0.844693244,52,70,34067,42727,11536,24040,35576,25076,112370,67803,0.573770492,0.426229508,0.44360961,0.556377368,12
9844,2006/10/30,2007/07/13,女,6,广州,广东,CN,35,2014/03/31,79,65361,0,6593,33171,38249,98039,74208.49,2014/03/29,9.875,8170.125,15,3,9.141025641,60,1703,13092,6,0.756928263,30,49,31687,33674,6593,14795,21388,19685,86749,53359,0.620253165,0.379746835,0.484792387,0.515192314,29
24359,2012/05/17,2012/05/17,男,5,长春市,吉林省,CN,47,2014/03/31,78,67585,0,3566,36204,33468,81033,74168.21,2014/03/13,9.75,8448.125,0,19,8.649350649,50,888,2000,0,0.91528402,39,39,33457,34128,3566,2888,6454,5566,74039,39694,0.5,0.5,0.495028556,0.504956648,2
46230,2007/05/16,2007/07/18,男,5,北京,,CN,37,2014/03/31,45,72645,0,3981,15866,40210,97205,74155.24,2014/03/17,5.625,9080.625,34,15,15.5,63,0,0,0,0.762874749,17,28,13811,58834,3981,0,3981,3981,76626,62815,0.622222222,0.377777778,0.190113702,0.809872533,0
310,2011/11/08,2011/11/25,男,6,广州,广东,CN,48,2014/03/31,78,67686,0,15948,27721,41318,100891,74150.27,2014/03/30,9.75,8460.75,20,2,9.207792208,51,680,10666,0,0.734954258,30,48,26775,40911,15948,11346,27294,26614,94980,67525,0.615384615,0.384615385,0.395570789,0.604414437,28
41094,2011/10/11,2011/10/11,男,4,KAMEYAMA-SHI,MIE-KEN,JP,60,2014/03/31,75,71958,0,2368,58908,28106,78024,74133.8,2014/02/19,9.375,8994.75,24,42,8.986486486,48,0,0,0,0.950140982,42,33,44877,27081,2368,0,2368,2368,74326,29449,0.44,0.56,0.623646799,0.376339304,0
62863,2006/03/24,2006/06/26,男,5,乌鲁木齐市,新疆,CN,53,2014/03/31,72,56551,0,3925,26461,41500,103478,74084.51,2014/03/31,9,7068.875,3,1,10.23943662,41,0,6930,7,0.715944549,28,44,21240,35311,3925,6930,10855,10855,67406,46166,0.611111111,0.388888889,0.375583534,0.624398783,17
28006,2006/11/24,2007/04/16,男,5,广州,广东,CN,50,2014/03/31,45,68626,0,1457,68181,7112,80074,74074.01,2013/10/04,5.625,8578.25,17,180,12.13636364,113,48380,0,0,0.925069436,38,7,61420,7206,1457,48380,49837,1457,118463,8663,0.155555556,0.844444444,0.894983024,0.105002404,13
35937,2007/05/31,2007/05/31,男,5,乌鲁木齐市,新疆,CN,62,2014/03/31,47,64591,0,2997,33836,23932,105448,74062.29,2013/12/16,5.875,8073.875,63,107,12.19565217,55,0,9731,0,0.702358414,26,21,37315,27276,2997,9731,12728,12728,77319,40004,0.446808511,0.553191489,0.577703121,0.422281397,2
16747,2010/02/16,2010/02/16,男,5,Haeundae-gu,Busan,KR,60,2014/03/31,61,62914,0,2758,21482,11977,57474,74058.68,2014/03/30,7.625,7864.25,63,2,11.1,67,7716,0,0,1.288559697,41,20,43823,19091,2758,7716,10474,2758,73388,21849,0.327868852,0.672131148,0.696542955,0.303441151,9
43999,2011/12/22,2011/12/22,男,4,广州市,广东省,CN,66,2014/03/31,10,41868,0,0,14950,10205,111277,74040.9,2014/01/04,1.25,5233.5,52,88,65.66666667,155,0,0,0,0.665374696,5,5,23260,18608,0,0,0,0,41868,18608,0.5,0.5,0.555542287,0.444433829,0
9713,2006/06/26,2007/08/09,女,5,增城,广东,CN,43,2014/03/31,32,77266,0,1614,31015,38251,79748,74017.98,2014/03/18,4,9658.25,17,14,22.58064516,108,3535,0,7,0.928148418,16,16,33960,43306,1614,3535,5149,1614,82415,44920,0.5,0.5,0.439514929,0.560472129,11
48126,2008/03/28,2008/03/28,男,5,广州市,广东,CN,40,2014/03/31,57,72234,0,3523,28339,38186,92596,74011.57,2014/03/31,7.125,9029.25,3,1,12.98214286,80,1594,0,7,0.799295542,25,32,29770,42464,3523,1594,5117,3523,77351,45987,0.561403509,0.438596491,0.412127085,0.587859071,11
57568,2010/03/18,2010/03/18,男,6,大连,辽宁,CN,53,2014/03/31,58,69157,0,4217,45484,20069,51359,74010.11,2014/01/07,7.25,8644.625,20,85,10.98245614,54,0,0,4,1.441034872,34,24,46387,22770,4217,0,4217,4217,73374,26987,0.413793103,0.586206897,0.670739466,0.329246074,7
44961,2006/05/25,2006/07/02,女,4,乌鲁木齐市,新疆,CN,44,2014/03/31,34,61601,0,0,25446,34179,99007,73956.12,2014/03/12,4.25,7700.125,8,20,21.3030303,100,0,6928,1,0.746978698,15,19,26454,35147,0,6928,6928,6928,68529,42075,0.558823529,0.441176471,0.429434109,0.570549657,4
45005,2007/09/20,2008/09/01,男,5,乌鲁木齐,新疆,CN,44,2014/03/31,45,61649,0,3875,19922,37507,108968,73947.7,2014/03/04,5.625,7706.125,14,28,15.65909091,82,0,9956,5,0.678618494,16,29,19852,41797,3875,9956,13831,13831,75480,55628,0.644444444,0.355555556,0.322011354,0.677972425,8
9735,2006/07/27,2006/07/30,男,5,广州,广东,CN,40,2014/03/31,66,67998,0,2882,43173,24349,99380,73907.82,2014/03/17,8.25,8499.75,0,15,11.01538462,67,0,0,0,0.743689072,44,22,42439,25559,2882,0,2882,2882,70880,28441,0.333333333,0.666666667,0.624112119,0.375873175,3
57421,2008/07/16,2008/07/25,男,5,大连,辽宁,CN,56,2014/03/31,52,62807,0,5090,10800,12440,54902,73905.92,2014/03/21,6.5,7850.875,5,11,14.01960784,52,888,5000,6,1.346142581,25,27,31361,31446,5090,5888,10978,10090,73785,41536,0.519230769,0.480769231,0.499315374,0.500668705,11
38099,2005/03/23,2005/04/30,男,5,广州市,广东,CN,53,2014/03/31,103,61410,0,6779,37018,30428,126385,73883.11,2014/03/28,12.875,7676.25,14,4,6.990196078,58,5048,69975,9,0.584587649,55,48,35205,26205,6779,75023,81802,76754,143212,102959,0.466019417,0.533980583,0.573268633,0.426715084,27
2310,2005/09/01,2005/10/19,男,5,广州,广东,CN,47,2014/03/31,61,74832,0,2585,39768,28771,82229,73791.04,2014/01/31,7.625,9354,3,61,11.11666667,97,0,0,0,0.897384621,38,23,42188,32644,2585,0,2585,2585,77417,35229,0.37704918,0.62295082,0.563761977,0.43622466,3
34110,2012/11/10,2012/11/10,男,5,乌鲁木齐,新疆,CN,48,2014/03/31,32,67083,0,4207,3615,53212,68796,73745.44,2014/03/30,5.333333333,11180.5,0,2,16.32258065,144,0,2964,0,1.071943718,1,31,3696,63387,4207,2964,7171,7171,74254,70558,0.96875,0.03125,0.055095105,0.944889989,2
42624,2012/06/13,2012/06/13,男,6,广州,广东,CN,31,2014/03/31,92,73340,0,12693,23592,54637,81252,73730.23,2014/03/29,11.5,9167.5,0,3,7.197802198,52,1500,0,4,0.907426648,28,64,19482,53858,12693,1500,14193,12693,87533,66551,0.695652174,0.304347826,0.265635865,0.7343505,7
40132,2009/04/07,2009/04/07,男,5,广州,广东,CN,56,2014/03/31,58,64266,0,2792,35665,33496,94789,73724.59,2014/03/26,7.25,8033.25,22,6,12.33333333,55,141,7,5,0.777775797,31,27,32131,32135,2792,148,2940,2799,67206,34934,0.465517241,0.534482759,0.4999611,0.50002334,9
11220,2005/07/05,2005/08/09,男,5,广州,广东,CN,53,2014/03/31,80,64471,0,7134,31925,42237,100890,73672.03,2014/03/31,10,8058.875,11,1,9.101265823,43,0,0,0,0.73022133,32,48,28487,35984,7134,0,7134,7134,71605,43118,0.6,0.4,0.441850726,0.558133763,1
54602,2005/12/08,2006/06/23,男,6,广州,广东,HK,50,2014/03/31,46,70299,0,5442,49364,25678,82198,73578.59,2014/03/24,5.75,8787.375,5,8,15.95555556,73,800,1500,2,0.895138446,28,18,45462,24837,5442,2300,7742,6942,78041,31779,0.391304348,0.608695652,0.646685633,0.353300142,6
32423,2011/05/29,2011/05/29,男,5,广州市,广东,CN,35,2014/03/31,85,67909,0,9060,31528,39421,96524,73562.28,2014/03/18,10.625,8488.625,4,14,8.488095238,58,0,9139,6,0.762113878,35,50,30248,37661,9060,9139,18199,18199,86108,55860,0.588235294,0.411764706,0.445413047,0.554572228,23
25115,2012/10/27,2013/01/02,女,4,佛山,广东,CN,53,2014/03/31,15,72637,0,5718,16730,20193,87979,73527.1,2014/02/08,2.5,12106.16667,67,53,28.71428571,99,0,0,0,0.835734664,7,8,34064,38573,5718,0,5718,5718,78355,44291,0.533333333,0.466666667,0.468955643,0.53103059,0
22014,2009/01/03,2009/01/03,男,6,武汉市,湖北,CN,53,2014/03/31,55,70955,0,7038,33617,36296,53082,73525.83,2014/03/06,6.875,8869.375,14,26,12.7962963,47,0,0,0,1.38513677,29,26,34199,36756,7038,0,7038,7038,77993,43794,0.472727273,0.527272727,0.481974745,0.518011162,4
38067,2005/02/14,2005/03/20,男,6,广州,广东,CN,47,2014/03/31,70,65737,0,9356,16461,54168,90676,73518.09,2014/03/23,8.75,8217.125,54,9,9.68115942,61,0,9138,4,0.810777824,15,55,14232,51505,9356,9138,18494,18494,84231,69999,0.785714286,0.214285714,0.216495786,0.783489002,26
52661,2010/01/15,2010/01/15,男,5,沈阳市,辽宁省,CN,42,2014/03/31,84,66511,0,3251,34268,29148,88600,73425.21,2014/03/28,10.5,8313.875,0,4,8.759036145,91,57,0,3,0.828726975,44,40,33775,32736,3251,57,3308,3251,69819,35987,0.476190476,0.523809524,0.507803103,0.492181862,4
45577,2005/12/24,2006/06/26,男,5,广州,广东,CN,52,2014/03/31,85,68872,0,6311,33276,35526,94910,73399.28,2014/03/27,10.625,8609,0,5,8.642857143,67,0,0,7,0.773356654,43,42,33279,35593,6311,0,6311,6311,75183,41904,0.494117647,0.505882353,0.483193704,0.516791776,10
57913,2009/02/06,2009/09/18,男,5,乌鲁木齐,新疆,CN,41,2014/03/31,51,54326,0,2920,25440,24025,103334,73397.53,2014/03/24,6.375,6790.75,15,8,14.16,59,1500,0,3,0.710294095,27,24,32419,21907,2920,1500,4420,2920,58746,24827,0.470588235,0.529411765,0.59673827,0.403243323,4
921,2006/11/15,2007/01/11,男,5,广州,广东,CN,33,2014/03/31,66,66604,0,2911,36460,32661,87096,73375.04,2014/03/27,8.25,8325.5,18,5,10.89230769,72,5247,22801,1,0.842461652,34,32,36198,30406,2911,28048,30959,25712,97563,56118,0.484848485,0.515151515,0.543472712,0.456512274,34
41275,2011/08/28,2011/08/28,女,4,深圳,广东,CN,29,2014/03/31,13,83240,0,390,51527,22151,75939,73350.24,2014/03/02,1.625,10405,21,30,56.66666667,287,0,0,2,0.965910007,6,7,50776,32464,390,0,390,390,83630,32854,0.538461538,0.461538462,0.609987867,0.39000012,3
13131,2010/02/20,2010/02/20,男,5,柳州,广西,CN,34,2014/03/31,85,65215,0,7025,32275,37980,87222,73317.84,2014/03/26,10.625,8151.875,0,6,8.630952381,47,0,500,0,0.840588842,41,44,29720,35495,7025,500,7525,7525,72740,43020,0.517647059,0.482352941,0.455716389,0.544268278,5
56192,2005/04/01,2005/05/09,男,5,广州市,广东,CN,47,2014/03/31,83,74425,0,5488,34654,38075,84586,73261.33,2014/03/21,10.375,9303.125,39,11,8.304878049,42,0,2800,0,0.866116497,35,48,37403,37022,5488,2800,8288,8288,82713,45310,0.578313253,0.421686747,0.502552871,0.497433693,7
26638,2006/06/14,2006/06/14,男,6,沈阳,辽宁,CN,37,2014/03/31,89,65296,0,8669,35636,44097,76929,73261.3,2014/03/26,11.125,8162,0,6,8.238636364,52,0,0,12,0.952323571,49,40,29741,35555,8669,0,8669,8669,73965,44224,0.449438202,0.550561798,0.455472686,0.544511999,15
49794,2010/07/22,2010/07/22,男,6,武汉市,湖北省,CN,36,2014/03/31,85,76921,0,8272,35688,37124,88084,73026.93,2014/03/28,10.625,9615.125,2,4,8.630952381,37,24805,6552,4,0.829060102,41,44,35537,41384,8272,31357,39629,14824,116550,56208,0.517647059,0.482352941,0.461987468,0.537999532,23
47757,2007/11/01,2008/06/08,男,5,深圳,广东,CN,58,2014/03/31,53,67889,0,4058,25902,36645,100834,73016.45,2014/03/12,6.625,8486.125,7,20,13.53846154,61,1500,15000,0,0.724125295,21,32,27530,40359,4058,16500,20558,19058,88447,59417,0.603773585,0.396226415,0.405508911,0.594476359,16
41770,2011/10/09,2011/10/09,男,5,大连,辽宁,CN,60,2014/03/31,92,62560,0,10769,18452,6409,93608,72962.39,2014/03/31,11.5,7820,1,1,8.010989011,31,0,0,0,0.779446094,48,44,34613,27947,10769,0,10769,10769,73329,38716,0.47826087,0.52173913,0.55326801,0.446716005,1
13247,2009/07/15,2012/05/01,男,6,广州,广东,CN,44,2014/03/31,54,68375,0,8534,22785,45179,73594,72957.67,2014/03/17,6.75,8546.875,30,15,12.94339623,120,0,0,1,0.991353507,19,35,22226,46149,8534,0,8534,8534,76909,54683,0.648148148,0.351851852,0.325055575,0.6749298,3
43906,2011/01/13,2011/03/25,男,5,北京,北京,CN,32,2014/03/31,78,67163,0,4856,38602,31279,92961,72942.95,2014/03/26,9.75,8395.375,1,6,9.402597403,45,0,0,3,0.784661847,42,36,36719,30444,4856,0,4856,4856,72019,35300,0.461538462,0.538461538,0.546706569,0.453278542,6
44952,2006/04/22,2006/06/10,男,6,乌鲁木齐市,新疆,CN,60,2014/03/31,45,63482,0,1972,25366,25819,94176,72873.66,2014/03/27,5.625,7935.25,8,5,16.31818182,56,0,4935,0,0.77380288,27,18,32545,30937,1972,4935,6907,6907,70389,37844,0.4,0.6,0.512656932,0.487327316,3
12881,2009/11/15,2009/11/15,男,5,.,北京,CN,36,2014/03/31,57,68601,0,5711,21050,43212,96770,72799.27,2014/03/11,7.125,8575.125,24,21,12.25,128,1697,1697,1,0.752291723,20,37,19912,48689,5711,3394,9105,7408,77706,56097,0.649122807,0.350877193,0.290253928,0.709731495,4
3257,2010/04/04,2010/04/04,男,5,KUSATSU-CITY,SHIGA-KEN,JP,49,2014/03/31,44,68667,0,2189,39572,37761,94505,72779.9,2014/03/14,5.5,8583.375,4,18,16.48837209,51,0,8964,1,0.770116925,21,23,36868,31799,2189,8964,11153,11153,79820,42952,0.522727273,0.477272727,0.536902196,0.463083241,7
17745,2007/02/12,2007/02/12,男,5,大连,辽宁,CN,37,2014/03/31,78,57500,0,4974,26891,22530,97688,72753.15,2014/03/31,9.75,7187.5,17,1,9.25974026,97,0,5000,5,0.744750123,41,37,31121,26379,4974,5000,9974,9974,67474,36353,0.474358974,0.525641026,0.54122537,0.458757239,9
22759,2010/10/08,2010/10/08,男,5,,,CA,28,2014/03/31,69,40192,0,6110,42180,25700,122130,72750.11,2014/03/19,8.625,5024,12,13,10.38235294,42,0,0,3,0.595677639,40,29,23864,16328,6110,0,6110,6110,46302,22438,0.420289855,0.579710145,0.593735228,0.406239893,4
40265,2010/05/28,2010/05/28,男,6,广州,广东,CN,34,2014/03/31,91,67336,0,10348,39087,36960,94399,72716.6,2014/03/19,11.375,8417,12,13,7.844444444,57,4025,7056,3,0.770311126,42,49,34561,32775,10348,11081,21429,17404,88765,50179,0.538461538,0.461538462,0.513254229,0.486730921,27
60246,2011/12/11,2011/12/23,男,5,广州市,广东,CN,28,2014/03/31,56,69083,0,4558,21376,41592,99083,72679.61,2014/03/28,7,8635.375,19,4,12.87272727,63,0,3405,0,0.733522501,19,37,21951,47132,4558,3405,7963,7963,77046,55095,0.660714286,0.339285714,0.317743616,0.682241908,11
26831,2008/06/12,2008/06/12,男,5,本溪,辽宁,CN,45,2014/03/31,44,66923,0,2031,27097,38622,69243,72632.39,2014/03/28,5.5,8365.375,32,4,16.1627907,92,0,0,0,1.048949208,21,23,24483,42440,2031,0,2031,2031,68954,44471,0.522727273,0.477272727,0.365832885,0.634152173,0
10110,2007/04/27,2007/07/13,女,4,广州,广东,CN,41,2014/03/31,72,67397,0,564,58788,12219,92591,72612.86,2014/03/25,9,8424.625,3,7,10.15492958,61,0,100,0,0.784232377,53,19,58452,8945,564,100,664,664,68061,9609,0.263888889,0.736111111,0.867266091,0.132719072,4
23777,2012/07/04,2012/07/04,男,4,沈阳,辽宁,CN,41,2014/03/31,49,61383,0,0,41339,16828,81119,72534.5,2013/06/19,7,8769,0,287,7.291666667,27,0,0,0,0.894173991,36,13,42755,18628,0,0,0,0,61383,18628,0.265306122,0.734693878,0.696517008,0.303466701,0
6306,2012/04/25,2012/04/25,男,4,乌鲁木齐,新疆,CN,55,2014/03/31,37,56589,0,0,33245,23017,107668,72529.38,2014/03/31,4.625,7073.625,0,1,19.61111111,75,0,2919,1,0.67363915,21,16,35113,21476,0,2919,2919,2919,59508,24395,0.432432432,0.567567568,0.62048065,0.379501679,2
